language,configuration,endpoint,container_id,host,targetRPS,CPU,experiment_id
go,otel,updates,2b5744821f00fc2da55a26c303d9f3a53e9ef52d71f275cf96a11093759f3690,go-otel,200,101.44126736420714,eb86df1b-551a-4b77-bac1-3ba659ddfafa
go,elastic,queries,265d19fa261f52289377ebb0ab4b5b044fe675a0249dfda6cd45d3e58b1c8d41,go-elastic,150,99.53228568763828,eb86df1b-551a-4b77-bac1-3ba659ddfafa
go,elastic,json,265d19fa261f52289377ebb0ab4b5b044fe675a0249dfda6cd45d3e58b1c8d41,go-elastic,2250,78.5829896026343,eb86df1b-551a-4b77-bac1-3ba659ddfafa
go,otel,json,2b5744821f00fc2da55a26c303d9f3a53e9ef52d71f275cf96a11093759f3690,go-otel,1850,76.89133781144251,eb86df1b-551a-4b77-bac1-3ba659ddfafa
python,elastic,queries,a3eb8215ce64c4afed2ba6975936b59df35ab3c1b6376f1bcc7887390f5579d2,python-elastic,25,85.3493455233579,eb86df1b-551a-4b77-bac1-3ba659ddfafa
go,otel,db,2b5744821f00fc2da55a26c303d9f3a53e9ef52d71f275cf96a11093759f3690,go-otel,200,100.27091834038448,eb86df1b-551a-4b77-bac1-3ba659ddfafa
java,otel,db,f2ed7dd5bf6ddb9897b988ff68e552cba3b0fdb085274b4a2fa3a46499b0aaf7,java-otel,1400,75.26861154677596,eb86df1b-551a-4b77-bac1-3ba659ddfafa
python,standard,updates,1df8a07e14f25ce7e8dd7d3c93e82d45a91e103abc2feb2b0f2822ae47339bbc,python-standard,175,76.90882297468085,eb86df1b-551a-4b77-bac1-3ba659ddfafa
python,elastic,json,a3eb8215ce64c4afed2ba6975936b59df35ab3c1b6376f1bcc7887390f5579d2,python-elastic,200,78.28445516415731,eb86df1b-551a-4b77-bac1-3ba659ddfafa
java,standard,db,8a4078997129643b3569c28a30a1d07afcdee50b71fdc3eac7b458826d760930,java-standard,1925,75.36575263331798,eb86df1b-551a-4b77-bac1-3ba659ddfafa
java,otel,queries,f2ed7dd5bf6ddb9897b988ff68e552cba3b0fdb085274b4a2fa3a46499b0aaf7,java-otel,350,101.3441554860222,eb86df1b-551a-4b77-bac1-3ba659ddfafa
python,standard,db,1df8a07e14f25ce7e8dd7d3c93e82d45a91e103abc2feb2b0f2822ae47339bbc,python-standard,200,88.59514267394161,eb86df1b-551a-4b77-bac1-3ba659ddfafa
python,otel,db,ca44381d7ea772c7da307d660663a94e6b8f66f021ffd869ecedcb397410800a,python-otel,150,86.3447476800738,eb86df1b-551a-4b77-bac1-3ba659ddfafa
java,elastic,db,0de53fb1854819d3efa035c407945157fa3425cd93b1622fdbcec649b14d8213,java-elastic,1450,77.72931015997511,eb86df1b-551a-4b77-bac1-3ba659ddfafa
go,otel,queries,2b5744821f00fc2da55a26c303d9f3a53e9ef52d71f275cf96a11093759f3690,go-otel,200,102.5600442326315,eb86df1b-551a-4b77-bac1-3ba659ddfafa
java,otel,updates,f2ed7dd5bf6ddb9897b988ff68e552cba3b0fdb085274b4a2fa3a46499b0aaf7,java-otel,900,78.32971449277807,eb86df1b-551a-4b77-bac1-3ba659ddfafa
go,elastic,db,265d19fa261f52289377ebb0ab4b5b044fe675a0249dfda6cd45d3e58b1c8d41,go-elastic,300,99.72981785189137,eb86df1b-551a-4b77-bac1-3ba659ddfafa
python,otel,queries,ca44381d7ea772c7da307d660663a94e6b8f66f021ffd869ecedcb397410800a,python-otel,50,97.5076168730947,eb86df1b-551a-4b77-bac1-3ba659ddfafa
java,otel,json,f2ed7dd5bf6ddb9897b988ff68e552cba3b0fdb085274b4a2fa3a46499b0aaf7,java-otel,2225,76.19959244022888,eb86df1b-551a-4b77-bac1-3ba659ddfafa
java,standard,json,8a4078997129643b3569c28a30a1d07afcdee50b71fdc3eac7b458826d760930,java-standard,4025,80.00775239706202,eb86df1b-551a-4b77-bac1-3ba659ddfafa
python,elastic,updates,a3eb8215ce64c4afed2ba6975936b59df35ab3c1b6376f1bcc7887390f5579d2,python-elastic,100,80.07122380865124,eb86df1b-551a-4b77-bac1-3ba659ddfafa
python,otel,updates,ca44381d7ea772c7da307d660663a94e6b8f66f021ffd869ecedcb397410800a,python-otel,125,78.86018754220176,eb86df1b-551a-4b77-bac1-3ba659ddfafa
java,elastic,queries,0de53fb1854819d3efa035c407945157fa3425cd93b1622fdbcec649b14d8213,java-elastic,350,75.29074300737288,eb86df1b-551a-4b77-bac1-3ba659ddfafa
